id,name,latitude,longitude,capacity,connector_types,status,source
osm-way-1334165085,Jio BP,12.9517505,77.7024581,,Charging station,operational,OpenStreetMap
osm-way-1353053241,Jio BP,13.0878799,77.6601841,,Charging station,operational,OpenStreetMap
osm-way-1354947073,Charging station #1354947073,10.1229471,76.3407691,,Charging station,operational,OpenStreetMap
osm-way-1362135033,Kerala State Electricity Board,9.5428922,76.5141398,,Charging station,operational,OpenStreetMap
osm-way-1362820338,Urja Charging Station,13.0089749,74.7937015,5,Charging station,operational,OpenStreetMap
osm-way-1385715146,ChargeZone,22.3327298,73.2163384,2,Charging station,operational,OpenStreetMap
osm-way-1385850870,Charging station #1385850870,22.3247522,73.17047,60,DC capable,operational,OpenStreetMap
osm-way-1387453961,Kerala State Electricity Board,10.6327721,76.0857412,,Charging station,operational,OpenStreetMap
osm-way-1388052885,Kerala State Electricity Board,10.6571627,76.2605525,,Charging station,operational,OpenStreetMap
osm-way-1412674423,EESL,9.6338224,76.3336829,,Charging station,operational,OpenStreetMap
osm-way-1428252016,Charging station #1428252016,30.3245543,78.041805,,Charging station,operational,OpenStreetMap
osm-way-1453071780,BESCOM,13.1831753,77.6792437,,Charging station,operational,OpenStreetMap
osm-way-1476227828,Nashik Municipal Corporation,19.9730341,73.72786,,Charging station,operational,OpenStreetMap
osm-way-1478610222,Charj Karo,28.6335149,77.216504,,Charging station,operational,OpenStreetMap
osm-way-1491010012,Bolt Earth,12.9284786,77.7459842,,Charging station,operational,OpenStreetMap
osm-way-1491224554,Bolt Earth,12.9301172,77.7442461,,Charging station,operational,OpenStreetMap
osm-way-1491224555,Bolt Earth,12.9321299,77.7463558,,Charging station,operational,OpenStreetMap
osm-way-1496159597,Kerala State Electricity Board,11.4440948,75.9558235,,Charging station,operational,OpenStreetMap
osm-way-1510242804,Uplug,16.9459866,74.4053918,60,Charging station,operational,OpenStreetMap
osm-way-1528697596,Charging station #1528697596,28.5745564,77.3554084,,Charging station,operational,OpenStreetMap
osm-way-1531209911,Shell,12.9221172,80.1654923,,Charging station,operational,OpenStreetMap
osm-way-1536737974,Charging station #1536737974,8.5104241,76.8972637,,Charging station,operational,OpenStreetMap
osm-relation-20357586,Bolt Earth,12.9293344,77.7448798,,Charging station,operational,OpenStreetMap
